"","X","CD.Name","Common.Name","NS.Probe.ID","Class.Name","Gene.Class","Cell.Type","CT.antigen","surface.marker","is.HK","IR.Innate","IR.Adaptive","IR.Humoral","IR.F","Adhesion","Antigen.Processing","B.Cell.Functions","Cell.Cycle","Cell.Functions","Chemokines","Complement","Cytokines","Cytotoxicity","Interleukins","Leukocyte.Functions","Macrophage.Functions","Microglial.Functions","NK.Cell.Functions","Pathogen.Defense","Regulation","Senescence","T.Cell.Functions","TLR","TNF.Super.family","Transporter.Functions","Immune.Response.Category","Annotation","Synonyms...Previous.Symbols","IR.Type","Cell.Type.April","Cell.Type.TCGA2"
"CCL3",91,NA,"MIP-1-alpha","NM_002983.2:159","Endogenous","Immune Response",NA,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Chemokines, Regulation","Chemokines and receptors, Humoral immune response, Regulation of inflammatory response, T-cell polarization","SCYA3, G0S19-1, LD78ALPHA, MIP-1-alpha","F;H",NA,NA
"CCL3L1",92,NA,"CCL3L1","NM_021006.4:421","Endogenous","Immune Response",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cytokines","Cytokines and receptors","D17S1718, SCYA3L, SCYA3L1, G0S19-2, LD78BETA",NA,NA,NA
"CCL4",93,NA,"CCL4","NM_002984.2:35","Endogenous","Immune Response","Th1 cells",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Chemokines, Regulation","Chemokines and receptors, Regulation of inflammatory response","LAG1, SCYA4, MIP-1-beta, Act-2, AT744.1","F",NA,NA
"CCL5",94,NA,"RANTES","NM_002985.2:280","Endogenous","Immune Response",NA,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Chemokines, Cytokines","Cytokines and receptors, Chronic inflammatory response, Chemokines and receptors, Acute-phase response, Inflammatory response, Innate immune response","D17S136E, SCYA5, RANTES, SISd, TCP228, MGC17164","F;I",NA,NA
"CCL7",95,NA,"FIC","NM_006273.2:120","Endogenous","Immune Response - Cell Type specific","Macrophages",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Chemokines","Cell Type specific, Chemokines and receptors, Inflammatory response","SCYA6, SCYA7, MCP-3, NC28, FIC, MARC, MCP3","F",NA,NA
"CCL8",96,NA,"MCP-2","NM_005623.2:689","Endogenous","Immune Response",NA,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Chemokines, Regulation","Chemokines and receptors, Regulation of inflammatory response","SCYA8, MCP-2, HC14","F",NA,NA
"CCND3",97,NA,"CCND3","NM_001760.2:1215","Endogenous","Immune Response",NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cell Cycle","Regulation of cell cycle","",NA,NA,NA
"CCR1",98,"CD191","CCR1","NM_001295.2:535","Endogenous","Immune Response",NA,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,"Chemokines, Cytokines, Regulation, T-Cell Functions","CD molecules, Chemokines and receptors, Cytokines and receptors, Regulation of inflammatory response, T-cell polarization","SCYAR1, CMKBR1, CKR-1, MIP1aR, CD191","F",NA,NA
"CCR2",99,"CD192","CCR2","NM_001123041.2:743","Endogenous","Immune Response - Cell Type specific","Tem",0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cytokines","Cell Type specific, CD molecules, Cytokines and receptors, Inflammatory response","CMKBR2, CC-CKR-2, CKR2, MCP-1-R, CD192, FLJ78302","F","Tem",NA
"CCR3",100,"CD193","CCR3","NM_001837.2:980","Endogenous","Immune Response - Cell Type specific","Eosinophils",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Chemokines","Cell Type specific, CD molecules, Chemokines and receptors","CMKBR3, CC-CKR-3, CKR3, CD193",NA,"Eosinophils",NA
"CCR4",101,"CD194","ChemR13","NM_005508.4:35","Endogenous","Immune Response",NA,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,"Chemokines, Cytokines, Regulation, T-Cell Functions","CD molecules, Chemokines and receptors, Cytokines and receptors, Regulation of inflammatory response, T-cell polarization","CC-CKR-4, CMKBR4, CKR4, k5-5, ChemR13, CD194","F",NA,NA
"CCR5",102,"CD195","CCR5","NM_000579.1:2730","Endogenous","Immune Response",NA,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"Cytokines, T-Cell Functions","CD molecules, Cytokines and receptors, T-cell polarization","CMKBR5, CKR-5, CC-CKR-5, CKR5, CD195, IDDM22",NA,NA,NA
"CCR6",103,"CD196","CCR6","NM_031409.2:935","Endogenous","Immune Response",NA,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","CD molecules, Humoral immune response, Innate immune response","STRL22, CKR-L3, GPR-CY4, CMKBR6, GPR29, DRY-6, DCR2, BN-1, CD196","H;I",NA,NA
"CCR7",104,"CD197","CCR7","NM_001838.2:1610","Endogenous","Immune Response",NA,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Chemokines, Regulation","CD molecules, Chemokines and receptors, Humoral immune response, Regulation of inflammatory response","CMKBR7, EBI1, BLR2, CDw197, CD197","F;H",NA,NA
"CCR9",105,"CDw199","CCR9","NM_031200.1:1095","Endogenous","Immune Response","B-cells",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","CD molecules, Innate immune response","GPR28, GPR-9-6, CDw199","I",NA,NA
"CCRL2",106,NA,"CCRL2","NM_003965.4:1110","Endogenous","Immune Response",NA,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Chemokines","Chemokines and receptors, Inflammatory response","HCR, CRAM-B, CKRX, CRAM-A, ACKR5","F",NA,NA
"CD14",107,"CD14","CD14","NM_000591.2:885","Endogenous","Immune Response",NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","CD molecules, Innate immune response","","I",NA,NA
"CD160",108,"CD160","CD160","NM_007053.2:500","Endogenous","Immune Response - Cell Type specific","Tgd",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Regulation","Cell Type specific, CD molecules, Regulation of immune response","BY55, NK1, NK28",NA,"Tgd",NA
"CD163",109,"CD163","CD163","NM_004244.4:1630","Endogenous","Immune Response","Macrophages",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Transporter Functions","CD molecules, Phagocytosis","M130, MM130",NA,"Macrophages","Macrophages"
"CD164",110,"CD164","MUC-24","NM_006016.4:2575","Endogenous","Immune Response",NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","CD molecules","MUC-24, MGC-24",NA,NA,NA
"CD180",111,"CD180","CD180","NM_005582.2:1036","Endogenous","Immune Response",NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","CD molecules, Innate immune response","LY64, RP105, Ly78","I",NA,NA
"CD19",112,"CD19","CD19","NM_001770.4:1770","Endogenous","Immune Response - Cell Type specific","B-cells",0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,"B-Cell Functions, Regulation","B-cell receptor signaling pathway, Cell Type specific, CD molecules, Regulation of immune response","",NA,"B-cells","B-cells"
"CD1A",113,"CD1A","CD1A","NM_001763.2:1815","Endogenous","Immune Response - Cell Type specific","iDC",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cell Functions","Basic cell functions, Cell Type specific, CD molecules","CD1",NA,"iDC",NA
"CD1B",114,"CD1B","CD1B","NM_001764.2:1045","Endogenous","Immune Response - Cell Type specific","iDC",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cell Functions","Basic cell functions, Cell Type specific, CD molecules","CD1",NA,"iDC",NA
"CD1C",115,"CD1C","CD1C","NM_001765.2:750","Endogenous","Immune Response","iDC",0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"T-Cell Functions","CD molecules, T-cell activation","CD1",NA,"iDC",NA
"CD1D",116,"CD1D","CD1D","NM_001766.3:1428","Endogenous","Immune Response",NA,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"T-Cell Functions","CD molecules, T-cell differentiation","",NA,NA,NA
"CD1E",117,"CD1E","CD1E","NM_001042583.1:180","Endogenous","Immune Response - Cell Type specific","iDC",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Antigen Processing","Antigen processing and presentation, Cell Type specific, CD molecules","",NA,"iDC",NA
"CD2",118,"CD2","CD2","NM_001767.3:687","Endogenous","Immune Response - Cell Type specific","T-cells",0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"Leukocyte Functions, T-Cell Functions","Cell Type specific, CD molecules, Leukocyte migration, T-cell activation, T-cell differentiation","SRBC",NA,NA,NA
"CD200",119,"CD200","CD200","NM_005944.5:665","Endogenous","Immune Response",NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Regulation","CD molecules, Regulation of immune response","MOX1, MOX2, MRC, OX-2",NA,NA,NA
"CD207",120,"CD207","Langerin","NM_015717.2:995","Endogenous","Immune Response",NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","CD molecules","Langerin, CLEC4K",NA,NA,NA
"CD209",121,"CD209","CD209","NM_021155.2:1532","Endogenous","Immune Response - Cell Type specific","DC",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cell Functions","Basic cell functions, Cell Type specific, CD molecules","DC-SIGN, CDSIGN, DC-SIGN1, CLEC4L",NA,"DC","DC"
"CD22",122,"CD22","CD22","NM_001771.2:2515","Endogenous","Immune Response",NA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Adaptive immune response, CD molecules","SIGLEC-2, SIGLEC2","A",NA,NA
"CD24",123,"CD24","CD24","NM_013230.2:95","Endogenous","Immune Response",NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","CD molecules","CD24A",NA,NA,NA
"CD244",124,"CD244","CD244","NM_016382.2:1150","Endogenous","Immune Response","Exhausted CD8",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","CD molecules","2B4, NAIL, NKR2B4, Nmrk, SLAMF4",NA,"Exhausted CD8","Exhausted CD8"
"CD247",125,"CD247","CD247","NM_198053.1:1490","Endogenous","Immune Response",NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Regulation","CD molecules, Regulation of immune response","CD3Z, CD3H, CD3Q",NA,NA,NA
"CD27",126,"CD27","CD27","NM_001242.4:330","Endogenous","Immune Response",NA,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"B-Cell Functions","B-cell differentiation, CD molecules","TNFRSF7, S152, Tp55",NA,NA,NA
"CD274",127,"CD274","PD-L1","NM_014143.3:1245","Endogenous","Immune Response",NA,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"T-Cell Functions","CD molecules, T-cell polarization","PDCD1LG1, B7-H, B7H1, PD-L1, PDL1, B7-H1",NA,NA,NA
"CD276",128,"CD276","CD276","NM_001024736.1:2120","Endogenous","Immune Response",NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Regulation","CD molecules, Regulation of immune response","B7-H3, B7H3, B7RP-2",NA,NA,NA
"CD28",129,"CD28","CD28","NM_001243078.1:2065","Endogenous","Immune Response - Cell Type specific",NA,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Cell Type specific, CD molecules, Humoral immune response, Inflammatory response to antigenic stimulus, T-cell activation, T-cell proliferation","","F;H",NA,NA
"CD33",130,"CD33","CD33","NM_001177608.1:730","Endogenous","Immune Response",NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","CD molecules","SIGLEC3, SIGLEC-3, p67, FLJ00391",NA,NA,NA
"CD34",131,"CD34","CD34","NM_001025109.1:1580","Endogenous","Immune Response",NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Regulation","CD molecules, Regulation of immune response","",NA,NA,NA
"CD36",132,"CD36","CD36","NM_001001548.2:705","Endogenous","Immune Response",NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Transporter Functions","CD molecules, Receptors involved in phagocytosis","SCARB3, GPIV, FAT, GP4, GP3B",NA,NA,NA
"CD37",133,"CD37","CD37","NM_001774.2:535","Endogenous","Immune Response",NA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Adaptive immune response, CD molecules","TSPAN26","A",NA,NA
"CD38",134,"CD38","CD38","NM_001775.2:460","Endogenous","Immune Response - Cell Type specific","Th1 cells",0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,"B-Cell Functions, Regulation","Adaptive immune response, Cell Type specific, CD molecules, Response to drug, Positive regulation of B-cell proliferation","","A",NA,NA
"CD3D",135,"CD3D","CD3D","NM_000732.4:110","Endogenous","Immune Response","T-cells",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Regulation","Adaptive immune response, CD molecules, Regulation of immune response","T3D","A","T-cells","T-cells"
"CD3E",136,"CD3E","CD3E","NM_000733.2:75","Endogenous","Immune Response - Cell Type specific","T-cells",0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"T-Cell Functions","Adaptive immune response, Cell Type specific, CD molecules, T-cell anergy, T-cell differentiation, T-cell proliferation","","A","T-cells","T-cells"
"CD3EAP",137,"CD3EAP","CD3EAP","NM_012099.1:555","Endogenous","Immune Response",NA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Regulation","Adaptive immune response, CD molecules, Transcription factors","ASE-1, CAST, PAF49","A",NA,NA
"CD3G",138,"CD3G","CD3G","NM_000073.2:404","Endogenous","Immune Response - Cell Type specific","T-cells",0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,"Regulation, T-Cell Functions","Adaptive immune response, Cell Type specific, CD molecules, Regulation of immune response, T-cell activation","","A","T-cells","T-cells"
"CD4",139,"CD4","CD4","NM_000616.4:975","Endogenous","Immune Response",NA,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Adaptive immune response, CD molecules, Innate immune response","","A;I",NA,NA
"CD40",140,"CD40","CD40","NM_001250.4:1265","Endogenous","Immune Response",NA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Regulation","Adaptive immune response, CD molecules, Regulation of immune response","TNFRSF5, p50, Bp50","A",NA,NA
"CD40LG",141,"CD154","CD40L","NM_000074.2:1225","Endogenous","Immune Response",NA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Regulation","Adaptive immune response, CD molecules, Regulation of immune response","HIGM1, IMD3, TNFSF5, CD40L, TRAP, gp39, hCD40L, CD154","A",NA,NA
"CD44",142,"CD44","CD44","NM_001001392.1:429","Endogenous","Immune Response",NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"Senescence, Transporter Functions","Phagocytosis recognition and engulfment, Senescence pathway","MIC4, MDU2, MDU3, IN, MC56, Pgp1, CD44R, HCELL, CSPG8",NA,NA,NA
"CD46",143,"CD46","CD46","NM_172350.1:365","Endogenous","Immune Response",NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","CD molecules, Innate immune response","MIC10, MCP, TRA2.10, MGC26544, TLX","I",NA,NA
"CD47",144,"CD47","CD47","NM_001777.3:897","Endogenous","Immune Response",NA,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,"Regulation, T-Cell Functions, Transporter Functions","CD molecules, Phagocytosis recognition and engulfment, Regulators of T-cell activation","MER6, IAP, OA3",NA,NA,NA
"CD48",145,"CD48","CD48","NM_001778.2:270","Endogenous","Immune Response",NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","CD molecules","BCM1, BLAST, mCD48, hCD48, SLAMF2",NA,NA,NA
"CD5",146,"CD5","CD5","NM_014207.2:1295","Endogenous","Immune Response",NA,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,"T-Cell Functions, Regulation","Adaptive immune response, CD molecules, Regulators of Th1 and Th2 development","LEU1, T1","A",NA,NA
"CD53",147,"CD53","CD53","NM_001040033.1:835","Endogenous","Immune Response",NA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","CD molecules, Adaptive immune response","MOX44, TSPAN25","A",NA,NA
"CD55",148,"CD55","CD55","NM_000574.3:101","Endogenous","Immune Response",NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","CD molecules, Innate immune response","DAF, CR, TC, CROM","I",NA,NA
"CD58",149,"CD58","CD58","NM_001779.2:478","Endogenous","Immune Response",NA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Adaptive immune response, CD molecules","LFA3","A",NA,NA
"CD59",150,"CD59","CD59","NM_000611.4:730","Endogenous","Immune Response",NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","CD molecules","MIC11, MIN1, MSK21, MIN2, MIN3, 16.3A5, EJ16, EJ30, EL32, G344, p18-20",NA,NA,NA
"CD6",151,"CD6","CD6","NM_006725.3:1280","Endogenous","Immune Response - Cell Type specific","T-cells",0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cell Functions","Adaptive immune response, Basic cell functions, Cell Type specific, CD molecules","Tp120","A","T-cells","T-cells"
"CD63",152,"CD63","CD63","NM_001780.4:350","Endogenous","Immune Response",NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","CD molecules","MLA1, ME491, TSPAN30",NA,NA,NA
"CD68",153,"CD68","CD68","NM_001251.2:1140","Endogenous","Immune Response - Cell Type specific","Macrophages",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cell Functions","Basic cell functions, Cell Type specific, CD molecules","SCARD1, macrosialin, GP110, DKFZp686M18236, LAMP4",NA,"Macrophages","Macrophages"
"CD7",154,"CD7","CD7","NM_006137.6:440","Endogenous","Immune Response",NA,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,"Regulation, T-Cell Functions","Adaptive immune response, CD molecules, Regulators of T-cell activation, Regulators of Th1 and Th2 development","GP40, LEU-9, TP41, Tp40","A",NA,NA
"CD70",155,"CD27L","CD70","NM_001252.2:190","Endogenous","Immune Response","Th1 cells",0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,"Cytokines, TNF Superfamily, T-Cell Functions","Adaptive immune response, CD molecules, Cytokines and receptors, TNF superfamily members and their receptors","CD27LG, TNFSF7, CD27L","A",NA,NA
"CD74",156,"CD74","CD74","NM_001025159.1:964","Endogenous","Immune Response",NA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Adaptive immune response, CD molecules","DHLAG","A",NA,NA
"CD79A",157,"CD79A","CD79A","NM_001783.3:695","Endogenous","Immune Response",NA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Adaptive immune response, CD molecules","IGA, MB-1","A",NA,NA
"CD79B",158,"CD79B","CD79B","NM_021602.2:24","Endogenous","Immune Response",NA,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"B-Cell Functions","Adaptive immune response, B-cell activation, CD molecules","IGB, B29","A",NA,NA
"CD80",159,"CD28LG","CD80","NM_005191.3:1288","Endogenous","Immune Response",NA,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,"B-Cell Functions, Regulation, T-Cell Functions","Adaptive immune response, B-cell activation, CD molecules, Regulators of T-cell activation, T-cell differentiation","CD28LG, CD28LG1, B7.1, B7-1","A",NA,NA
"CD81",160,"CD81","CD81","NM_004356.3:735","Endogenous","Immune Response",NA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Regulation","Adaptive immune response, CD molecules, Regulation of immune response","TAPA1, TAPA-1, TSPAN28","A",NA,NA
"CD83",161,"CD83","CD83","NM_004233.3:1960","Endogenous","Immune Response",NA,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","CD molecules, Humoral immune response","HB15, BL11","H",NA,NA
"CD84",162,"CD84","CD84","NM_001184879.1:28","Endogenous","Immune Response","Macrophages",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","CD molecules","SLAMF5, hCD84, mCD84",NA,"Macrophages","Macrophages"
"CD86",163,"CD28LG2","CD86","NM_175862.3:1265","Endogenous","Immune Response",NA,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,"B-Cell Functions, Regulation, T-Cell Functions","Adaptive immune response, CD molecules, Defense response to virus, Regulators of T-cell activation, Th1 & Th2 differentiation, T-cell differentiation","CD28LG2, B7.2, B7-2","A",NA,NA
"CD8A",164,"CD8","CD8A","NM_001768.5:1320","Endogenous","Immune Response - Cell Type specific","CD8 T cells",0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"Antigen Processing, Pathogen Defense, T-Cell Functions","Adaptive immune response, Antigen processing and presentation, Cell Type specific, CD molecules, Defense response to virus, T-cell activation, T-cell differentiation","CD8","A","CD8 T cells","CD8 T cells"
"CD8B",165,"CD8B","CD8B","NM_004931.3:440","Endogenous","Immune Response - Cell Type specific","CD8 T cells",0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,"Regulation, T-Cell Functions","Adaptive immune response, Cell Type specific, CD molecules, Regulation of immune response, T-cell activation","CD8B1","A","CD8 T cells","CD8 T cells"
"CD9",166,"CD9","CD9","NM_001769.2:405","Endogenous","Immune Response",NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","CD molecules","MIC3, BA2, P24, TSPAN29, MRP-1",NA,NA,NA
"CD96",167,"CD96","CD96","NM_005816.4:1355","Endogenous","Immune Response",NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Regulation","CD molecules, Regulation of immune response","TACTILE",NA,NA,NA
"CD97",168,"CD97","CD97","NM_078481.2:1370","Endogenous","Immune Response",NA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","CD molecules, Inflammatory response","TM7LN1","F",NA,NA
"CD99",169,"CD99","CD99","NM_002414.3:625","Endogenous","Immune Response",NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","CD molecules","MIC2",NA,NA,NA
"CDH1",170,"CD324","CDH1","NM_004360.2:535","Endogenous","Immune Response",NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Regulation","CD molecules, Regulation of immune response","UVO, uvomorulin, CD324",NA,NA,NA
"CDH5",171,"CD144","CD144","NM_001795.3:3405","Endogenous","Immune Response",NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","CD molecules","7B4, CD144",NA,NA,NA
"CDK1",172,NA,"CDC2","NM_001786.4:178","Endogenous","Immune Response",NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Innate immune response","CDC2, CDC28A","I",NA,NA
"CDKN1A",173,NA,"P21","NM_000389.2:1975","Endogenous","Immune Response",NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"Cell Cycle, Regulation, Senescence","Cell cycle checkpoint and cell cycle arrest, Regulation of cell cycle, Senescence pathway, Senescence initiators interferon related","CDKN1, P21, CIP1, WAF1, SDI1, CAP20, p21CIP1, p21Cip1/Waf1",NA,NA,NA
"CEACAM1",174,"CD66a","CEACAM1","NM_001712.3:2455","Endogenous","Immune Response",NA,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Adhesion","Adhesion, CD molecules","BGP, BGP1, CD66a",NA,NA,NA
"CEACAM6",175,"CD66c","CEACAM6","NM_002483.4:1217","Endogenous","Immune Response",NA,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Adhesion","Adhesion, CD molecules","NCA, CD66c",NA,NA,NA
"CEACAM8",176,"CD66b","CD66b","NM_001816.3:825","Endogenous","Immune Response","Mast cells",0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Adhesion, Chemokines","Adhesion, CD molecules, Chemokines and receptors","CGM6, CD66b",NA,NA,NA
